Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
DMC5SE - 5 Blue Orbs (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-PPSA01442_00-DMC5DLCBLUEORB03,25%,HK$23.00,HK$17.25,14/2/2024 03:59 PM UTC,0.0,No,Action,11/11/2020
"Monster Hunter Rise ""Cute & Cuddly Collection"" DLC Pack (Add-On)",CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCCOLLECTION003,25%,HK$140.00,HK$105.00,14/2/2024 03:59 PM UTC,5.0,1,"Action, Role Playing Games",24/8/2023
"Monster Hunter Rise ""Kamura Collection"" DLC Pack (Add-On)",CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCCOLLECTION001,25%,HK$93.00,HK$69.75,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",20/9/2023
"Monster Hunter Rise ""Kingdom Collection"" DLC Pack (Add-On)",CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCCOLLECTION002,25%,HK$93.00,HK$69.75,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",4/10/2023
Monster Hunter Rise DLC Pack 1 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000001,25%,HK$156.00,HK$117.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",19/1/2023
Monster Hunter Rise DLC Pack 2 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000002,25%,HK$228.00,HK$171.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",2/2/2023
Monster Hunter Rise DLC Pack 3 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000003,25%,HK$188.00,HK$141.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",16/2/2023
Monster Hunter Rise DLC Pack 4 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000004,25%,HK$188.00,HK$141.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",2/3/2023
Monster Hunter Rise Extra DLC Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-EXTRADLCPACK0000,25%,HK$156.00,HK$117.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",19/1/2023
Monster Hunter Rise DLC Pack 10 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000010,25%,HK$140.00,HK$105.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",6/9/2023
Monster Hunter Rise DLC Pack 5 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000005,25%,HK$109.00,HK$81.75,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",27/4/2023
Monster Hunter Rise DLC Pack 6 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000006,25%,HK$228.00,HK$171.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",11/5/2023
Monster Hunter Rise DLC Pack 7 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000007,25%,HK$188.00,HK$141.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",25/5/2023
Monster Hunter Rise DLC Pack 8 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000008,25%,HK$188.00,HK$141.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",8/6/2023
Monster Hunter Rise DLC Pack 9 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCPACK000000009,25%,HK$188.00,HK$141.00,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",24/8/2023
Monster Hunter Rise - ”Lost Code” Hunter layered weapon pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCWEAPONPACK001,25%,HK$109.00,HK$81.75,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",27/4/2023
Monster Hunter Rise - ”Stuffed Monster” Hunter layered weapon pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-PPSA08038_00-DLCWEAPONPACK002,25%,HK$109.00,HK$81.75,14/2/2024 03:59 PM UTC,0.0,No,"Action, Role Playing Games",27/4/2023
MHW:I -  Capcom Collection Value Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIVALUE0000001,40%,HK$78.00,HK$46.80,14/2/2024 03:59 PM UTC,4.25,8,Action,12/11/2020
MHW:I -  Seliana Room Value Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIVALUE0000003,40%,HK$78.00,HK$46.80,14/2/2024 03:59 PM UTC,5.0,3,Action,12/11/2020
MHW:I - Complete BGM Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPLETEBGMP,40%,HK$118.00,HK$70.80,14/2/2024 03:59 PM UTC,5.0,3,Action,12/11/2020
MHW:I - Complete Gesture & Pose Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPGESTUREP,40%,HK$132.00,HK$79.20,14/2/2024 03:59 PM UTC,4.83,6,Action,12/11/2020
MHW:I - Complete Hairstyle Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPHAIRSTYP,40%,HK$78.00,HK$46.80,14/2/2024 03:59 PM UTC,4.67,6,Action,12/11/2020
MHW:I - Complete Handler Costume Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPHANDLERP,40%,HK$118.00,HK$70.80,14/2/2024 03:59 PM UTC,4.57,14,Action,12/11/2020
MHW:I - Complete Pendant Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPPENDANTP,40%,HK$196.00,HK$117.60,14/2/2024 03:59 PM UTC,4.78,9,Action,12/11/2020
MHW:I - Complete Room Decor Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPROOMDECP,40%,HK$196.00,HK$117.60,14/2/2024 03:59 PM UTC,5.0,3,Action,12/11/2020
MHW:I - Complete Sticker Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWICOMPSTICKERP,40%,HK$62.00,HK$37.20,14/2/2024 03:59 PM UTC,5.0,5,Action,12/11/2020
MHW:I - Trendsetter Value Pack (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIVALUE0000002,40%,HK$78.00,HK$46.80,14/2/2024 03:59 PM UTC,4.8,5,Action,12/11/2020
Monster Figure Bundle 1 (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIMONSTERSET01,40%,HK$156.00,HK$93.60,14/2/2024 03:59 PM UTC,0.0,No,Action,23/3/2020
Monster Figure Bundle 2 (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIMONSTERSET02,40%,HK$156.00,HK$93.60,14/2/2024 03:59 PM UTC,3.0,1,Action,23/3/2020
Monster Figure Bundle 3 (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIMONSTERSET03,40%,HK$211.00,HK$126.60,14/2/2024 03:59 PM UTC,0.0,No,Action,22/3/2020
Monster Figure Bundle 4 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIMONSTERSET04,40%,HK$198.00,HK$118.80,14/2/2024 03:59 PM UTC,5.0,1,Action,8/7/2020
Monster Figure Bundle 5 (Add-On),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIMONSTERSET05,40%,HK$156.00,HK$93.60,14/2/2024 03:59 PM UTC,4.67,3,Action,1/10/2020
Monster Hunter: World - Complete Gesture Pack (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-SET0000000000004,60%,HK$195.00,HK$78.00,14/2/2024 03:59 PM UTC,4.47,19,Action,26/4/2019
Monster Hunter: World - Complete Handler Costume Pack (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-SET0000000000006,60%,HK$116.00,HK$46.40,14/2/2024 03:59 PM UTC,4.28,46,Action,26/4/2019
Monster Hunter: World - Complete Sticker Pack (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-SET0000000000005,60%,HK$78.00,HK$31.20,14/2/2024 03:59 PM UTC,4.68,22,Action,26/4/2019
Monster Hunter: World - DLC Collection (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-SET0000000000003,62%,HK$308.00,HK$117.04,14/2/2024 03:59 PM UTC,4.53,55,Action,26/4/2019
Monster Hunter World: Iceborne Deluxe Kit (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/HP0102-CUSA09554_00-MHWIDXKIT0000000,35%,HK$118.00,HK$76.70,14/2/2024 03:59 PM UTC,4.35,297,Action,5/9/2019
"Proud Souls (200,000) (English/Chinese/Japanese Ver.)",CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0006,50%,HK$23.00,HK$11.50,14/2/2024 03:59 PM UTC,4.71,146,Action,18/6/2015
"Red Orbs (300,000) (English/Chinese/Japanese Ver.)",CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0008,50%,HK$15.00,HK$7.50,14/2/2024 03:59 PM UTC,4.62,117,Action,14/7/2015
STAR WARS Jedi: Fallen Order™ Deluxe Upgrade (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA12539_00-JEDIFO1DELUXE000,65%,HK$150.00,HK$52.50,14/2/2024 03:59 PM UTC,4.03,2k,"Action, Adventure, Action",11/6/2021
STAR WARS Jedi: Survivor™ Deluxe Upgrade (English/Korean/Japanese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA07783_00-SWJSDELUXEUPG000,25%,HK$160.00,HK$120.00,14/2/2024 03:59 PM UTC,3.0,4,Action,28/4/2023
The Sims™ 4 Backyard Stuff (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000022,30%,HK$80.00,HK$56.00,14/2/2024 03:59 PM UTC,4.2,5,Simulation,23/5/2018
The Sims™ 4 Bowling Night Stuff (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000043,30%,HK$80.00,HK$56.00,14/2/2024 03:59 PM UTC,3.25,4,Simulation,13/3/2019
The Sims™ 4 Cats and Dogs Plus My First Pet Stuff Bundle (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000056,50%,HK$319.00,HK$159.50,14/2/2024 03:59 PM UTC,4.5,2,Simulation,1/4/2020
The Sims™ 4 Discover University (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000052,50%,HK$319.00,HK$159.50,14/2/2024 03:59 PM UTC,4.0,4,Simulation,18/12/2019
The Sims™ 4 Decorator's Dream Bundle (Add-On),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4ESSENTBUNDLE2,20%,HK$399.00,HK$319.20,14/2/2024 03:59 PM UTC,4.71,7,Simulation,18/10/2022
The Sims™ 4 Everyday Sims Bundle (Add-On),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4ESSENTBUNDLE3,20%,HK$399.00,HK$319.20,14/2/2024 03:59 PM UTC,4.29,14,Simulation,18/10/2022
The Sims™ 4 Get Famous (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000041,50%,HK$319.00,HK$159.50,14/2/2024 03:59 PM UTC,4.08,12,Simulation,12/2/2019
The Sims™ 4 Get Together (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000027,50%,HK$310.00,HK$155.00,14/2/2024 03:59 PM UTC,3.86,7,Simulation,12/9/2018
The Sims™ 4 My First Pet Stuff Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4MYFIRSTPETDLC,30%,HK$78.00,HK$54.60,14/2/2024 03:59 PM UTC,3.06,955,"Action, Simulation, Strategy",31/3/2020
The Sims™ 4 Perfect Patio Stuff (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000002,30%,HK$80.00,HK$56.00,14/2/2024 03:59 PM UTC,4.56,18,Simulation,17/11/2017
The Sims™ 4 Realm of Magic (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000050,30%,HK$159.00,HK$111.30,14/2/2024 03:59 PM UTC,4.0,3,Simulation,16/10/2019
The Sims™ 4 Spa Day (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000045,30%,HK$160.00,HK$112.00,14/2/2024 03:59 PM UTC,5.0,2,Simulation,18/4/2019
The Sims™ 4 Spooky Stuff (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000028,30%,HK$80.00,HK$56.00,14/2/2024 03:59 PM UTC,3.0,5,Simulation,3/10/2018
The Sims™ 4 Tiny Living Stuff Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000053,30%,HK$79.00,HK$55.30,14/2/2024 03:59 PM UTC,4.0,6,Simulation,5/2/2020
The Sims™ 4 Toddler Stuff (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000021,30%,HK$80.00,HK$56.00,14/2/2024 03:59 PM UTC,4.0,8,Simulation,23/5/2018
The Sims™ 4 Vampires (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-ASIA000000000005,30%,HK$160.00,HK$112.00,14/2/2024 03:59 PM UTC,4.3,20,Simulation,14/11/2017
The Sims™ 4 High School Years Expansion Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4EP12000000000,35%,HK$319.00,HK$207.35,14/2/2024 03:59 PM UTC,4.21,170,Simulation,27/7/2022
The Sims™ 4 Horse Ranch Expansion Pack (English/Korean/Japanese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4EP14000000000,25%,HK$319.00,HK$239.25,14/2/2024 03:59 PM UTC,4.45,33,Simulation,20/7/2023
The Sims™ 4 Werewolves Game Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4GP12000000000,30%,HK$159.00,HK$111.30,14/2/2024 03:59 PM UTC,4.42,207,Simulation,16/6/2022
The Sims™ 4 Dream Home Decorator Game Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4GP10000000000,30%,HK$159.00,HK$111.30,14/2/2024 03:59 PM UTC,4.39,196,"Action, Simulation, Unique",1/6/2021
The Sims™ 4 Paranormal Stuff Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4SP18000000000,30%,HK$78.00,HK$54.60,14/2/2024 03:59 PM UTC,4.37,264,"Action, Simulation, Unique",26/1/2021
The Sims™ 4 Snowy Escape Expansion Pack (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA09209_00-TS4EP10000000000,50%,HK$319.00,HK$159.50,14/2/2024 03:59 PM UTC,4.47,249,"Action, Simulation, Unique",12/11/2020
SnowRunner - Year 2 Pass (English/Chinese/Korean Ver.),Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA04929_00-SNOWRUNNERSSNYR2,33%,HK$198.00,HK$132.66,14/2/2024 03:59 PM UTC,0.0,No,"Arcade, Driving/Racing, Simulation",31/5/2022
SnowRunner - Year 3 Pass (English/Chinese/Korean Ver.),Focus Entertainment,https://store.playstation.com/en-hk/product/EP4133-PPSA04929_00-SNOWRUNNERSSNYR3,25%,HK$198.00,HK$148.50,14/2/2024 03:59 PM UTC,5.0,2,"Arcade, Driving/Racing, Simulation",8/12/2022
Atelier Ryza 2: Season Pass (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA20331_00-RYZA2SEASONPASS0,50%,HK$320.00,HK$160.00,14/2/2024 03:59 PM UTC,4.82,39,Role Playing Games,2/12/2020
Atelier Ryza 2: Season Pass (English Ver.) (Add-On),KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-PPSA02093_00-RYZA2SEASONPASS0,50%,HK$320.00,HK$160.00,14/2/2024 03:59 PM UTC,5.0,1,Role Playing Games,26/1/2021
Atelier Ryza 3 Season Pass (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA08523_00-RYZA300000SP0001,30%,HK$371.00,HK$259.70,14/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,22/3/2023
Wo Long: Fallen Dynasty Season Pass (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA08774_00-SEASONPASS000000,30%,HK$236.00,HK$165.20,14/2/2024 03:59 PM UTC,3.0,1,"Action, Role Playing Games, Unique",2/3/2023
ROMANCE OF THE THREE KINGDOMS XIV Season Pass 2 (English Ver.) (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA18018_00-SEASONBUNDLE2000,40%,HK$218.00,HK$130.80,14/2/2024 03:59 PM UTC,1.0,1,"Strategy, Strategy, Simulator",11/2/2021
Additional Costume Set SEASON PASS (Chinese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA07471_00-STARDLCSET000000,50%,HK$276.00,HK$138.00,14/2/2024 03:59 PM UTC,4.37,19,Action,30/3/2017
Atelier Arland series Deluxe Pack (English Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA14023_00-ASIA000000000001,35%,HK$625.00,HK$406.25,14/2/2024 03:59 PM UTC,4.81,497,Role Playing Games,5/12/2018
Atelier Arland series Deluxe Pack (Chinese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA13915_00-ASIADX0000000000,35%,HK$625.00,HK$406.25,14/2/2024 03:59 PM UTC,4.81,497,Role Playing Games,4/12/2018
"Atelier Lulua ~The Scion of Arland~ Season Pass ""Meruru"" (Chinese/Korean Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA14551_00-SET0000000000001,50%,HK$221.00,HK$110.50,14/2/2024 03:59 PM UTC,5.0,13,Role Playing Games,4/6/2019
"Atelier Lulua ~The Scion of Arland~ Season Pass ""Meruru"" (English Ver.)",KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-CUSA14544_00-ASIASET000000001,50%,HK$221.00,HK$110.50,14/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,5/6/2019
"Atelier Lulua ~The Scion of Arland~ Season Pass ""Totori"" (Chinese/Korean Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA14551_00-SET0000000000000,50%,HK$221.00,HK$110.50,14/2/2024 03:59 PM UTC,4.95,19,Role Playing Games,4/6/2019
"Atelier Lulua ~The Scion of Arland~ Season Pass ""Totori"" (English Ver.)",KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-CUSA14544_00-ASIASET000000000,50%,HK$221.00,HK$110.50,14/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,5/6/2019
"Atelier Lulua ~The Scion of Arland~ Season Pass ""Lulua"" (Chinese/Korean Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA14551_00-SP00010000000000,50%,HK$159.00,HK$79.50,14/2/2024 03:59 PM UTC,4.7,20,Role Playing Games,4/6/2019
Atelier Ryza: Ryza's Costume 'Summer Adventure!' (English Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA16458_00-ADDCOSTUME000003,25%,HK$21.00,HK$15.75,14/2/2024 03:59 PM UTC,4.86,184,"Role Playing Games, Role Playing Games",31/3/2021
"Ryza's Costume ""Summer Adventure!"" (Chinese Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA16463_00-ADDCOSTUME000003,25%,HK$21.00,HK$15.75,14/2/2024 03:59 PM UTC,5.0,9,"Role Playing Games, Role Playing Games",31/3/2021
"Atelier Ryza Season Pass ""Kurken Island Jam-packed Pass"" (Chinese Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA16463_00-SP00010000000000,60%,HK$428.00,HK$171.20,14/2/2024 03:59 PM UTC,4.7,46,Role Playing Games,14/11/2019
"Atelier Ryza Season Pass ""Kurken Island Jam-packed Pass"" (English Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA16458_00-ASIA000000000003,60%,HK$428.00,HK$171.20,14/2/2024 03:59 PM UTC,5.0,3,Role Playing Games,20/11/2019
Atelier Sophie 2 Season Pass (English Ver.),KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-CUSA28451_00-MYSTERIOUSSP0001,40%,HK$380.00,HK$228.00,14/2/2024 03:59 PM UTC,5.0,9,Role Playing Games,24/2/2022
Atelier Sophie 2 Season Pass (Chinese/Korean Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA28450_00-MYSTERIOUSSP0001,40%,HK$380.00,HK$228.00,14/2/2024 03:59 PM UTC,5.0,7,Role Playing Games,23/2/2022
DOA5LR Character: Naotora Ii (English/Chinese/Korean/Japanese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-CUSA01208_00-ASIA000000000774,50%,HK$46.00,HK$23.00,14/2/2024 03:59 PM UTC,4.57,184,Fighting,17/3/2016
All Season Passes Set (Chinese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA09656_00-ASPS000000000006,50%,HK$450.00,HK$225.00,14/2/2024 03:59 PM UTC,3.27,41,Action,5/12/2019
All Season Passes Set (English Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA10448_00-ASIA000000000171,50%,HK$493.00,HK$246.50,14/2/2024 03:59 PM UTC,5.0,3,Action,6/12/2019
DYNASTY WARRIORS 9 Empires Season Pass (English Ver.),KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-CUSA24464_00-SM8EMPSPS000V000,40%,HK$406.00,HK$243.60,14/2/2024 03:59 PM UTC,4.79,14,Action,14/2/2022
DYNASTY WARRIORS 9 Empires Season Pass (Chinese/Korean/Japanese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-CUSA24459_00-SM8EMPSPS000V000,40%,HK$406.00,HK$243.60,14/2/2024 03:59 PM UTC,3.88,67,Action,22/12/2021
Legendary Costumes Pack (Chinese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA12656_00-SPS0030000000000,40%,HK$212.00,HK$127.20,14/2/2024 03:59 PM UTC,4.23,44,Action,4/10/2018
DOA5LR Naotora Ii + Debut Costume Set (English/Chinese/Korean/Japanese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-CUSA01208_00-ASIA000000000781,50%,HK$93.00,HK$46.50,14/2/2024 03:59 PM UTC,4.75,178,Fighting,17/3/2016
"""Nostalgic Straw Hat"" Accessory for Ryza (English Ver.)",KOEI TECMO America,https://store.playstation.com/en-hk/product/UP4108-PPSA02093_00-ADVSYSTEM0000000,25%,HK$26.00,HK$19.50,14/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,20/7/2023
"""Nostalgic Straw Hat"" Accessory for Ryza (Chinese Ver.)","KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA02095_00-ADVSYSTEM0000000,25%,HK$26.00,HK$19.50,14/2/2024 03:59 PM UTC,0.0,No,Role Playing Games,20/7/2023
DYNASTY WARRIORS 9 Empires Season Pass (Chinese/Korean/Japanese Ver.) (Add-On),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0106-PPSA01822_00-SM8EMPSPS000V000,40%,HK$406.00,HK$243.60,14/2/2024 03:59 PM UTC,0.0,No,Action,22/12/2021
Season Pass: STRANGER OF PARADISE FINAL FANTASY ORIGIN (English/Japanese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/JP0082-PPSA03231_00-SOPFFOSEASONPASS,40%,HK$150.00,HK$90.00,14/2/2024 03:59 PM UTC,0.0,No,Action,19/7/2022
Season Pass: STRANGER OF PARADISE FINAL FANTASY ORIGIN (Chinese/Korean Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-PPSA03908_00-SOPFFOSEASONPASS,40%,HK$150.00,HK$90.00,14/2/2024 03:59 PM UTC,0.0,No,Action,19/7/2022
ROMANCE OF THE THREE KINGDOMS XIII: Fame and Strategy Expansion Pack (English Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/UP4108-CUSA05071_00-ASIA000000000023,60%,HK$271.00,HK$108.40,14/2/2024 03:59 PM UTC,2.8,10,Strategy,26/4/2017
Romance of The Three Kingdoms 13 Power up Kit (Chinese Ver.),"KOEI TECMO GAMES CO., LTD.",https://store.playstation.com/en-hk/product/HP0106-CUSA03831_00-SAN13UPGRADE0000,60%,HK$228.00,HK$91.20,14/2/2024 03:59 PM UTC,4.22,97,Strategy,16/2/2017
